time	type	cc	gene
3hr	PM_B6.LFD	0.0256607111926136	Carmil1
3hr	PM_B6.LFD	0.730961831963113	Casp4
3hr	PM_B6.LFD	0.591326356461721	Cav1
3hr	PM_B6.LFD	0.000206460296826116	Ccl1
3hr	PM_B6.LFD	0.447009396993394	Ccl12
3hr	PM_B6.LFD	0.00164094825333988	Ccl17
3hr	PM_B6.LFD	0.623643671443359	Ccl2
3hr	PM_B6.LFD	0.00378760704277892	Ccl22
3hr	PM_B6.LFD	0.811529367701666	Ccl3
3hr	PM_B6.LFD	0.863611276926037	Ccl4
3hr	PM_B6.LFD	0.714100481693437	Ccl5
3hr	PM_B6.LFD	0.193576706604352	Ccl7
3hr	PM_B6.LFD	0.0423065726935534	Ccl8
3hr	PM_B6.LFD	0.05351366341061	Ccnd1
3hr	PM_B6.LFD	0.00059964062241596	Ccnd2
3hr	PM_B6.LFD	0.0233476608890328	Ccne1
3hr	PM_B6.LFD	0.525184274237528	Ccr1
3hr	PM_B6.LFD	0.00173021683647515	Ccr3
3hr	PM_B6.LFD	0.314955418207859	Ccrl2
3hr	PM_B6.LFD	0.366749255185428	Cd14
3hr	PM_B6.LFD	0.00183986383198163	Cd163
3hr	PM_B6.LFD	0.00241909327809262	Cd200
3hr	PM_B6.LFD	0.000978670212341889	Cd300e
3hr	PM_B6.LFD	0.358596906665341	Cd300lf
3hr	PM_B6.LFD	0.000638972807165653	Cd34
3hr	PM_B6.LFD	0.0545760758402564	Cd38
3hr	PM_B6.LFD	0.229702345280608	Cd40
3hr	PM_B6.LFD	0.00186337061429305	Cd55
3hr	PM_B6.LFD	0.0268327233244664	Cd69
3hr	PM_B6.LFD	0.0905116102046573	Cd80
3hr	PM_B6.LFD	0.0721020051299239	Cd83
3hr	PM_B6.LFD	0.132905592036343	Cd86
3hr	PM_B6.LFD	0.439628779209151	Cdc42ep2
3hr	PM_B6.LFD	0.0714858210532735	Cdc42ep4
3hr	PM_B6.LFD	0.00201507175457518	Cdk5r1
3hr	PM_B6.LFD	0.000541992764820555	Cebpd
3hr	PM_B6.LFD	0.0661522563496238	Cemip2
3hr	PM_B6.LFD	0.176667624693941	Ch25h
3hr	PM_B6.LFD	0.00811085114974774	Chil3
3hr	PM_B6.LFD	0.000406842409323197	Chil4
3hr	PM_B6.LFD	0.00229201414863595	Chst11
3hr	PM_B6.LFD	0.00844209386367367	Ciita
3hr	PM_B6.LFD	0.136235533555033	Cish
3hr	PM_B6.LFD	0.180148051332877	Cited2
3hr	PM_B6.LFD	0.0567760297937722	Clcf1
3hr	PM_B6.LFD	0.57401559265946	Clec4e
3hr	PM_B6.LFD	0.0562999678399681	Clec4n
3hr	PM_B6.LFD	0.0309135506282162	Clec5a
3hr	PM_B6.LFD	0.00249742324626384	Clic5
3hr	PM_B6.LFD	0.00403139899025103	Clmp
3hr	PM_B6.LFD	1.04793028249757	Cmpk2
3hr	PM_B6.LFD	0.0520688242523035	Cnn3
3hr	PM_B6.LFD	0.00079617002226646	Col18a1
3hr	PM_B6.LFD	0.0960352242146425	Col27a1
3hr	PM_B6.LFD	0.000585834627615134	Cp
3hr	PM_B6.LFD	0.270646919357822	Csf1
3hr	PM_B6.LFD	0.0264658485485558	Csf3
3hr	PM_B6.LFD	0.552358531126589	Csrnp1
3hr	PM_B6.LFD	0.0113470362865171	Cst7
3hr	PM_B6.LFD	0.0361037122488694	Ctla2a
3hr	PM_B6.LFD	0.109789251939037	Ctla2b
3hr	PM_B6.LFD	0.00122333552520951	Cx3cl1
3hr	PM_B6.LFD	0.000535039542647045	Cx3cr1
3hr	PM_B6.LFD	0.415577339109135	Cxcl1
3hr	PM_B6.LFD	0.508398220969042	Cxcl10
3hr	PM_B6.LFD	0.00137253345811447	Cxcl11
3hr	PM_B6.LFD	0.0237648698984248	Cxcl14
3hr	PM_B6.LFD	0.948248381972907	Cxcl2
3hr	PM_B6.LFD	0.160144420561866	Cxcl3
3hr	PM_B6.LFD	0.0364604950626506	Cxcl9
3hr	PM_B6.LFD	0.0230009527574924	D16Ertd472e
3hr	PM_B6.LFD	0.000820606915037615	Ddit4
3hr	PM_B6.LFD	0.0011712988754532	Dio2
3hr	PM_B6.LFD	0.000606263806465855	Dmwd
3hr	PM_B6.LFD	0.137171766492801	Dmxl2
3hr	PM_B6.LFD	0.00336741503751698	Dnase1l3
3hr	PM_B6.LFD	0.00849509066969102	Dnmt3aos
3hr	PM_B6.LFD	0.196531774908691	Dusp1
3hr	PM_B6.LFD	0.0125823405025764	Dusp14
3hr	PM_B6.LFD	0.0487852418031137	Dusp16
3hr	PM_B6.LFD	0.00622482124454445	Dusp2
3hr	PM_B6.LFD	0.0615998301492275	Dusp4
3hr	PM_B6.LFD	0.00486894871783854	Dusp5
3hr	PM_B6.LFD	0.0638453278866455	Dusp6
3hr	PM_B6.LFD	0.0360299606383519	Dusp8
3hr	PM_B6.LFD	0.0695835415945342	Edn1
3hr	PM_B6.LFD	0.296920921353375	Ednrb
3hr	PM_B6.LFD	0.00128483785512634	Egln3
3hr	PM_B6.LFD	0.0136516122586769	Egr1
3hr	PM_B6.LFD	0.157010386526505	Egr2
3hr	PM_B6.LFD	0.0157095734574617	Egr3
3hr	PM_B6.LFD	0.564690440061436	Ehd1
3hr	PM_B6.LFD	0.0157286619398086	Eno2
3hr	PM_B6.LFD	0.101502256554096	Errfi1
3hr	PM_B6.LFD	0.507191243767804	Ets2
3hr	PM_B6.LFD	0.0237849464964055	Fabp7
3hr	PM_B6.LFD	0.113622560237465	Fam43a
3hr	PM_B6.LFD	0.673959387281563	Fcgr2b
3hr	PM_B6.LFD	0.742203053560713	Fgl2
3hr	PM_B6.LFD	0.0437167700262384	Flnb
3hr	PM_B6.LFD	0.221521136863313	Flrt3
3hr	PM_B6.LFD	0.00156065644553968	Flt1
3hr	PM_B6.LFD	0.0417705687483475	Fmnl2
3hr	PM_B6.LFD	0.0569395829138327	Fos
3hr	PM_B6.LFD	0.00233631775367633	Fosb
3hr	PM_B6.LFD	0.0125767390037051	Foxp4
3hr	PM_B6.LFD	0.276330929326038	Fpr1
3hr	PM_B6.LFD	0.2375758773885	Fpr2
3hr	PM_B6.LFD	0.10906546682214	Frmd6
3hr	PM_B6.LFD	0.00441223493843737	Fscn1
3hr	PM_B6.LFD	0.120329693880034	Fzd1
3hr	PM_B6.LFD	0.280606646080151	G530011O06Rik
3hr	PM_B6.LFD	0.0277053346175175	Gbp2b
3hr	PM_B6.LFD	0.906775392440682	Gbp7
3hr	PM_B6.LFD	0.140761992936473	Gclm
3hr	PM_B6.LFD	0.118536895143291	Gcnt2
3hr	PM_B6.LFD	0.330288503944582	Gda
3hr	PM_B6.LFD	0.0463909395011919	Gdf15
3hr	PM_B6.LFD	0.217651919504957	Gem
3hr	PM_B6.LFD	0.0108269732587478	Gfi1
3hr	PM_B6.LFD	0.0133093324614671	Gja1
3hr	PM_B6.LFD	0.0341161533618852	Glipr2
3hr	PM_B6.LFD	0.00144205689605888	Gm16712
3hr	PM_B6.LFD	0.000404831341068092	Gm19026
3hr	PM_B6.LFD	0.0300849878740962	Gm1966
3hr	PM_B6.LFD	0.00293516736341481	Gm47283
3hr	PM_B6.LFD	0.847400151236577	Gm4951
3hr	PM_B6.LFD	0.00652362393944199	Gm5150
3hr	PM_B6.LFD	0.203572236767594	Gm6377
3hr	PM_B6.LFD	0.00103414174905617	Gm9855
3hr	PM_B6.LFD	0.434029662851653	Gna15
3hr	PM_B6.LFD	0.0163831946340332	Gng4
3hr	PM_B6.LFD	0.0619782631131877	Gpr132
3hr	PM_B6.LFD	0.00327794200053637	Gpr141
3hr	PM_B6.LFD	0.0412673006820804	Gpr18
3hr	PM_B6.LFD	0.0233489721769931	Gpr35
3hr	PM_B6.LFD	0.0738172591102103	Gpr68
3hr	PM_B6.LFD	0.437892839396691	Gpr84
3hr	PM_B6.LFD	0.0126841741145212	Gpr85
3hr	PM_B6.LFD	0.00129848411196071	Grk3
3hr	PM_B6.LFD	0.250057423295548	Gsr
3hr	PM_B6.LFD	0.0322647434666833	Gsta3
3hr	PM_B6.LFD	0.0123987019311464	H1f2
3hr	PM_B6.LFD	0.0012939822573343	H2.Eb1
3hr	PM_B6.LFD	0.0148337873558276	H2.K2
3hr	PM_B6.LFD	0.0386522883715339	H2.M2
3hr	PM_B6.LFD	0.00647992495930171	H60b
3hr	PM_B6.LFD	0.37089781328544	Hcar2
3hr	PM_B6.LFD	0.00103275026757853	Heatr9
3hr	PM_B6.LFD	0.533197683797137	Hhex
3hr	PM_B6.LFD	0.0341643204116347	Hilpda
3hr	PM_B6.LFD	0.435700026599786	Hivep3
3hr	PM_B6.LFD	0.000848938450415663	Hmga2
3hr	PM_B6.LFD	0.0958503782938437	Hmox1
3hr	PM_B6.LFD	0.0820629267138283	Hopx
3hr	PM_B6.LFD	0.0137007406683404	Hp
3hr	PM_B6.LFD	0.00215496242069285	Hsd17b7
3hr	PM_B6.LFD	0.0104164621978702	Hspa1a
3hr	PM_B6.LFD	0.0382776010753065	Hspa1b
3hr	PM_B6.LFD	0.109862351022247	Htr2a
3hr	PM_B6.LFD	0.000534131020026408	Htr2b
3hr	PM_B6.LFD	0.000250402532510589	Htra1
3hr	PM_B6.LFD	0.110836579588447	Icam1
3hr	PM_B6.LFD	0.285747723171828	Icosl
3hr	PM_B6.LFD	0.00937367469642	Idi1
3hr	PM_B6.LFD	0.00274333780785309	Ier2
3hr	PM_B6.LFD	0.318153594345734	Ier3
3hr	PM_B6.LFD	0.782274564590167	Ifi205
3hr	PM_B6.LFD	0.400930233077183	Ifi208
3hr	PM_B6.LFD	0.845327863361787	Ifit1
3hr	PM_B6.LFD	0.363108030810473	Ifit1bl1
3hr	PM_B6.LFD	0.866425304614967	Ifit2
3hr	PM_B6.LFD	0.712697971462	Ifit3
3hr	PM_B6.LFD	0.569958111441128	Ifit3b
3hr	PM_B6.LFD	0.00039573201740841	Ifitm1
3hr	PM_B6.LFD	0.000413121056015274	Ifna1
3hr	PM_B6.LFD	0.000413122935515153	Ifna2
3hr	PM_B6.LFD	0.00124159958552508	Ifna4
3hr	PM_B6.LFD	0.000206460296825796	Ifna6
3hr	PM_B6.LFD	0.132830208708164	Ifnb1
3hr	PM_B6.LFD	0.0660798566259241	Ifrd1
3hr	PM_B6.LFD	0.0158216390629718	Igf2bp2
3hr	PM_B6.LFD	0.000913530218083337	Igsf9
3hr	PM_B6.LFD	0.76502292552165	Iigp1
3hr	PM_B6.LFD	0.00616123487404665	Il10
3hr	PM_B6.LFD	0.0689390474408532	Il12b
3hr	PM_B6.LFD	0.00203696521384987	Il12rb1
3hr	PM_B6.LFD	0.000604683337482194	Il13
3hr	PM_B6.LFD	0.0359146603396998	Il18rap
3hr	PM_B6.LFD	0.802373794455789	Il1a
3hr	PM_B6.LFD	0.657511550579187	Il1b
3hr	PM_B6.LFD	0.192428565121935	Il1rn
3hr	PM_B6.LFD	0.489685872446805	Il27
3hr	PM_B6.LFD	0.000206460296825155	Il4
3hr	PM_B6.LFD	0.00224924447851353	Il4i1
3hr	PM_B6.LFD	0.585917316768841	Il4ra
3hr	PM_B6.LFD	0.503191709253136	Il6
3hr	PM_B6.LFD	0.0749377559499029	Inhba
3hr	PM_B6.LFD	0.0149589267420202	Intu
3hr	PM_B6.LFD	0.830310829685162	Irf1
3hr	PM_B6.LFD	0.00225813889256413	Irf3
3hr	PM_B6.LFD	0.000329573225111917	Irf4
3hr	PM_B6.LFD	0.948572880656627	Irf7
3hr	PM_B6.LFD	0.877343059442145	Irf8
3hr	PM_B6.LFD	0.0478415972271997	Irs2
3hr	PM_B6.LFD	0.0173140062765371	Itga9
3hr	PM_B6.LFD	0.0488457086598486	Itgal
3hr	PM_B6.LFD	0.00921151016504741	Itgb8
3hr	PM_B6.LFD	0.0446828966965589	Itpr1
3hr	PM_B6.LFD	0.349057488874148	Jag1
3hr	PM_B6.LFD	0.00622677076129626	Jdp2
3hr	PM_B6.LFD	0.367012495141753	Jun
3hr	PM_B6.LFD	0.149141559915704	Junb
3hr	PM_B6.LFD	0.0333527286123731	Kcnj2
3hr	PM_B6.LFD	0.210375678120282	Kdm6b
3hr	PM_B6.LFD	0.00182411264771621	Kdr
3hr	PM_B6.LFD	0.0436324390606734	Klf2
3hr	PM_B6.LFD	0.305389341807102	Klf7
3hr	PM_B6.LFD	0.0416599280173607	Klf8
3hr	PM_B6.LFD	0.00335471383651533	Klra2
3hr	PM_B6.LFD	0.017410357867016	Lad1
3hr	PM_B6.LFD	0.0482231528565882	Lcn2
3hr	PM_B6.LFD	0.153988487528065	Ldlr
3hr	PM_B6.LFD	0.344438023281329	Lif
3hr	PM_B6.LFD	0.0265421303967382	Lipg
3hr	PM_B6.LFD	0.00981187957669983	Lox
3hr	PM_B6.LFD	0.00334321028542209	Lpar1
3hr	PM_B6.LFD	0.0869972507386919	Lratd2
3hr	PM_B6.LFD	0.00592280718792267	Lrp8
3hr	PM_B6.LFD	0.000270247789573635	Ltbp2
3hr	PM_B6.LFD	0.0897806877869041	Ly6a
3hr	PM_B6.LFD	0.000484895811947932	Ly75
3hr	PM_B6.LFD	0.452021266512956	Maff
3hr	PM_B6.LFD	0.293005957000758	Malt1
3hr	PM_B6.LFD	0.556987863879519	Marcksl1
3hr	PM_B6.LFD	0.0013785220851525	Marco
3hr	PM_B6.LFD	0.0860015127886278	Mefv
3hr	PM_B6.LFD	0.00121077725639675	Mfap3l
3hr	PM_B6.LFD	0.256776505626915	Mir155hg
3hr	PM_B6.LFD	0.291320512212144	Mmd
3hr	PM_B6.LFD	0.0133588725654741	Mmp13
3hr	PM_B6.LFD	0.0480231390315855	Mmp14
3hr	PM_B6.LFD	0.000910271820690359	Mmp3
3hr	PM_B6.LFD	0.00075315679275436	Mmp8
3hr	PM_B6.LFD	0.00250459243349372	Mmp9
3hr	PM_B6.LFD	0.00705985554233406	Mpp7
3hr	PM_B6.LFD	0.0493807713954889	Ms4a4a
3hr	PM_B6.LFD	0.169945695455377	Mt1
3hr	PM_B6.LFD	0.158481149917555	Mt2
3hr	PM_B6.LFD	0.0947066924860552	Mtfr2
3hr	PM_B6.LFD	0.0414914117885746	Mtus1
3hr	PM_B6.LFD	0.917427707617776	Mx1
3hr	PM_B6.LFD	0.711194521156164	Mx2
3hr	PM_B6.LFD	0.333265068983825	Mxd1
3hr	PM_B6.LFD	0.0511542392832449	Myc
3hr	PM_B6.LFD	0.0052241553059667	Mycl
3hr	PM_B6.LFD	0.0081239854600123	Myo1b
3hr	PM_B6.LFD	0.216390068485011	Nek6
3hr	PM_B6.LFD	0.00184554605436476	Nes
3hr	PM_B6.LFD	0.203664041178937	Nfil3
3hr	PM_B6.LFD	0.382753864567942	Nfkb1
3hr	PM_B6.LFD	0.0698841462384199	Nfkb2
3hr	PM_B6.LFD	0.0656510821541842	Nfkbia
3hr	PM_B6.LFD	0.0730730714800934	Nfkbid
3hr	PM_B6.LFD	0.603324560746508	Nfkbie
3hr	PM_B6.LFD	0.815143095337725	Nfkbiz
3hr	PM_B6.LFD	0.183879236846367	Noct
3hr	PM_B6.LFD	0.00153369745563334	Nos2
3hr	PM_B6.LFD	0.321279738658098	Notch1
3hr	PM_B6.LFD	0.00122479913668566	Nqo1
3hr	PM_B6.LFD	0.0018602426641573	Nr4a1
3hr	PM_B6.LFD	0.142802230581612	Nr4a3
3hr	PM_B6.LFD	0.16844232534412	Oaf
3hr	PM_B6.LFD	0.553386866262321	Oasl1
3hr	PM_B6.LFD	0.0641597486305714	Odc1
3hr	PM_B6.LFD	0.0118054071673817	Olfml3
3hr	PM_B6.LFD	0.179376005482712	Olr1
3hr	PM_B6.LFD	0.150997234272165	Orai2
3hr	PM_B6.LFD	0.191030629139474	Osm
3hr	PM_B6.LFD	0.255976696829875	Otud1
3hr	PM_B6.LFD	0.0956166012058911	P2ry13
3hr	PM_B6.LFD	0.0280135000466645	P2ry2
3hr	PM_B6.LFD	0.00307079206152943	P4ha2
3hr	PM_B6.LFD	0.000323474009472732	Pcx
3hr	PM_B6.LFD	0.1151304659973	Pde3b
3hr	PM_B6.LFD	0.703077735859033	Pde4b
3hr	PM_B6.LFD	0.00480665656245374	Pde5a
3hr	PM_B6.LFD	0.00961607480052902	Pde7b
3hr	PM_B6.LFD	0.225046467070393	Pdgfb
3hr	PM_B6.LFD	0.183112659591989	Pdlim7
3hr	PM_B6.LFD	0.012404742203109	Pdpn
3hr	PM_B6.LFD	0.770208153126609	Peli1
3hr	PM_B6.LFD	0.450244620538432	Pfkfb3
3hr	PM_B6.LFD	0.420463164267793	Phlda1
3hr	PM_B6.LFD	0.380066874848032	Phldb1
3hr	PM_B6.LFD	0.0354347318520677	Pilra
3hr	PM_B6.LFD	0.00927246701744817	Pilrb1
3hr	PM_B6.LFD	0.000569461199781417	Pim2
3hr	PM_B6.LFD	0.0559072189745961	Pim3
3hr	PM_B6.LFD	0.106973584586639	Pla2g7
3hr	PM_B6.LFD	0.000918059935744415	Plac8
3hr	PM_B6.LFD	0.101690175999436	Plagl1
3hr	PM_B6.LFD	0.0413162068662422	Plat
3hr	PM_B6.LFD	0.0277037518030623	Plau
3hr	PM_B6.LFD	0.0751182746032	Plekhg1
3hr	PM_B6.LFD	0.357918057815103	Plk2
3hr	PM_B6.LFD	0.0539966698461222	Plk3
3hr	PM_B6.LFD	0.00706762897284021	Plpp1
3hr	PM_B6.LFD	0.0550864890749104	Plpp3
3hr	PM_B6.LFD	0.00643766649719643	Pmaip1
3hr	PM_B6.LFD	0.232616097040895	Pmepa1
3hr	PM_B6.LFD	0.00799266525705801	Pou2f2
3hr	PM_B6.LFD	0.0230395236404383	Ppfia3
3hr	PM_B6.LFD	0.000750288170112779	Ppm1l
3hr	PM_B6.LFD	0.29328417127526	Ppp1r15a
3hr	PM_B6.LFD	0.00824660309732553	Prag1
3hr	PM_B6.LFD	0.00332442777229964	Prdm1
3hr	PM_B6.LFD	0.00704289221861082	Prdm9
3hr	PM_B6.LFD	0.0386003273608228	Procr
3hr	PM_B6.LFD	0.00773157143124628	Prokr1
3hr	PM_B6.LFD	0.000800719360421628	Prrg4
3hr	PM_B6.LFD	0.22591594978254	Ptafr
3hr	PM_B6.LFD	0.121545248393847	Ptch1
3hr	PM_B6.LFD	0.0161526541731738	Ptger4
3hr	PM_B6.LFD	0.0893695333577743	Ptges
3hr	PM_B6.LFD	0.111674981818096	Ptgir
3hr	PM_B6.LFD	0.471622465652318	Ptgs2
3hr	PM_B6.LFD	0.586159085267546	Rab11fip1
3hr	PM_B6.LFD	0.108691061234546	Rab19
3hr	PM_B6.LFD	0.347426762605909	Ralgds
3hr	PM_B6.LFD	0.0131337384571693	Rapgef5
3hr	PM_B6.LFD	0.0117881346348365	Rasgrp1
3hr	PM_B6.LFD	0.0402271467655405	Rcan1
3hr	PM_B6.LFD	0.0748682087058896	Rela
3hr	PM_B6.LFD	0.00366336252658169	Retnla
3hr	PM_B6.LFD	0.0101331735966512	Rffl
3hr	PM_B6.LFD	0.13390952822188	Rgcc
3hr	PM_B6.LFD	0.00061996565412618	Rgs1
3hr	PM_B6.LFD	0.0257936798384996	Rgs3
3hr	PM_B6.LFD	0.00289790241244507	Rhof
3hr	PM_B6.LFD	0.137938539632454	Rhoh
3hr	PM_B6.LFD	0.0464366438315947	Rhou
3hr	PM_B6.LFD	0.0519600289723709	Ripk2
3hr	PM_B6.LFD	0.183401390088691	Rnd1
3hr	PM_B6.LFD	0.39448649843136	Rnd3
3hr	PM_B6.LFD	0.0066156810095379	Rras2
3hr	PM_B6.LFD	0.741103196526593	Rsad2
3hr	PM_B6.LFD	0.0112037108220222	S100a8
3hr	PM_B6.LFD	0.00202129316636338	Saa3
3hr	PM_B6.LFD	0.0790389666793817	Samsn1
3hr	PM_B6.LFD	0.165839621310972	Scimp
3hr	PM_B6.LFD	0.12451109084437	Scn1b
3hr	PM_B6.LFD	0.000115847688076817	Sdc2
3hr	PM_B6.LFD	0.500489286022698	Sdc4
3hr	PM_B6.LFD	0.00598750402766821	Sele
3hr	PM_B6.LFD	0.00368128199398369	Sema3c
3hr	PM_B6.LFD	0.389704252702452	Serpina3f
3hr	PM_B6.LFD	0.449677741171376	Serpina3g
3hr	PM_B6.LFD	0.171372130249419	Serpinb2
3hr	PM_B6.LFD	0.000192288976005131	Serpinb6b
3hr	PM_B6.LFD	0.0382720805855583	Serpinb9
3hr	PM_B6.LFD	0.00125106948403374	Serpinb9b
3hr	PM_B6.LFD	0.174932943089216	Serpine1
3hr	PM_B6.LFD	0.0373570892101433	Shisa3
3hr	PM_B6.LFD	0.00564301091164272	Siglece
3hr	PM_B6.LFD	0.0791703076679682	Sla
3hr	PM_B6.LFD	0.172652905286999	Slamf8
3hr	PM_B6.LFD	0.0162720317082555	Slamf9
3hr	PM_B6.LFD	0.0053066784033642	Slc13a3
3hr	PM_B6.LFD	0.0999201747578405	Slc16a1
3hr	PM_B6.LFD	0.0170577343705162	Slc16a3
3hr	PM_B6.LFD	0.0382067981011601	Slc25a25
3hr	PM_B6.LFD	0.176448039775073	Slc28a2
3hr	PM_B6.LFD	0.0827142440569858	Slc30a4
3hr	PM_B6.LFD	0.677166623174643	Slc7a11
3hr	PM_B6.LFD	0.131817467687049	Slc7a2
3hr	PM_B6.LFD	0.00772264945107635	Slco3a1
3hr	PM_B6.LFD	0.417352701846328	Slfn4
3hr	PM_B6.LFD	0.0189402886302619	Slpi
3hr	PM_B6.LFD	0.0494323133703064	Snn
3hr	PM_B6.LFD	0.0032752532142555	Socs1
3hr	PM_B6.LFD	0.288901218473142	Socs3
3hr	PM_B6.LFD	0.140951492712321	Sod2
3hr	PM_B6.LFD	0.00174745763712265	Spaca6
3hr	PM_B6.LFD	0.0742635569397753	Spata13
3hr	PM_B6.LFD	0.0612127374220873	Sphk1
3hr	PM_B6.LFD	0.103771475532043	Spic
3hr	PM_B6.LFD	0.0612638705348188	Spsb1
3hr	PM_B6.LFD	0.315220821156722	Srxn1
3hr	PM_B6.LFD	0.00733714766166587	Stat4
3hr	PM_B6.LFD	0.188554951816816	Swap70
3hr	PM_B6.LFD	0.00519793959209286	Syne2
3hr	PM_B6.LFD	0.0349606835131582	Taf4b
3hr	PM_B6.LFD	0.342302685246073	Tagap
3hr	PM_B6.LFD	0.000378161766442724	Tal2
3hr	PM_B6.LFD	0.0606441659543328	Tarm1
3hr	PM_B6.LFD	0.197865409762368	Tfec
3hr	PM_B6.LFD	0.95986884155905	Tgtp1
3hr	PM_B6.LFD	0.209965305481203	Thbs1
3hr	PM_B6.LFD	0.0117892174338105	Timp1
3hr	PM_B6.LFD	0.0059025957396066	Tle3
3hr	PM_B6.LFD	0.504667222373827	Tlr2
3hr	PM_B6.LFD	0.157741669726602	Tlr4
3hr	PM_B6.LFD	0.294432804179258	Tlr7
3hr	PM_B6.LFD	0.000579892187474627	Tlr9
3hr	PM_B6.LFD	0.0353421882349745	Tma16
3hr	PM_B6.LFD	0.000815912429568297	Tmc3
3hr	PM_B6.LFD	0.00766749978607813	Tmeff1
3hr	PM_B6.LFD	0.00138328508001743	Tmem178
3hr	PM_B6.LFD	0.000251638503116661	Tmem200b
3hr	PM_B6.LFD	0.000903613104849962	Tmem26
3hr	PM_B6.LFD	0.00225094994810817	Tmtc2
3hr	PM_B6.LFD	0.000712865042717977	Tnc
3hr	PM_B6.LFD	0.815036754758963	Tnf
3hr	PM_B6.LFD	0.644932147772756	Tnfaip3
3hr	PM_B6.LFD	0.546825809579329	Tnfsf10
3hr	PM_B6.LFD	0.0150730595938381	Tnfsf14
3hr	PM_B6.LFD	0.111291616696397	Tnfsf15
3hr	PM_B6.LFD	0.00994304661993285	Tnfsf4
3hr	PM_B6.LFD	0.00565991918755925	Tnfsf8
3hr	PM_B6.LFD	0.425042744673714	Tnfsf9
3hr	PM_B6.LFD	0.00387272928350079	Tnip3
3hr	PM_B6.LFD	0.34342793212021	Traf1
3hr	PM_B6.LFD	0.22369371407606	Trem1
3hr	PM_B6.LFD	0.00453498031394971	Treml4
3hr	PM_B6.LFD	0.0576737106989324	Trib1
3hr	PM_B6.LFD	0.0165482376235555	Trib3
3hr	PM_B6.LFD	0.371649903510783	Trim21
3hr	PM_B6.LFD	0.434354911594343	Trim30c
3hr	PM_B6.LFD	0.151083856912683	Trim36
3hr	PM_B6.LFD	0.037994144088935	Tsku
3hr	PM_B6.LFD	0.324519703633199	Ttc39b
3hr	PM_B6.LFD	0.0182171117233766	U90926
3hr	PM_B6.LFD	0.0576283780575044	Upp1
3hr	PM_B6.LFD	0.0286236380042421	Vcam1
3hr	PM_B6.LFD	0.0117558521221803	Vcan
3hr	PM_B6.LFD	0.00129906051004807	Vegfc
3hr	PM_B6.LFD	0.000683048523733527	Xcr1
3hr	PM_B6.LFD	0.458006652168214	Zc3h12a
